reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
b0dcd850-ef00-43da-b52a-ebcfea80e4dc,Sakura Mochi,https://play-lh.googleusercontent.com/a-/ALV-UjWlX7NFTs83Wl3-4_lx2bQqhjHzwRWkgrCBcOTNOnZarevFv-67,"Kenapa saya tidak bisa membaca buku yang sudah saya pinjam tiba-tiba setelah melakukan login di laptop? Saya tidak bisa membaca buku di laptop dan ketika akan membaca di perangkat hp ada pop up kalau tidak bisa memuat karena tidak dapat memverifikasi perangkat. Mohon jawabannya... padahal kmrn sore masih bisa, ini tiba-tiba trouble. Terus setelah lihat review lain juga banyak masalah serupa. Tolong ini bagaimana?",1,1,2.1.4,2026-06-25 07:43:20,,,2.1.4
4eddc1c4-b7fb-463f-8fea-e29e3338219d,Loja Sania,https://play-lh.googleusercontent.com/a-/ALV-UjUXTh44hl8gbZYYM5adBIsMSnKNNL5Q4xt1L4KDyYEVd6ieTCw,"Tolong dibenerin lagi apk nya karena saya mau baca jadi gabisa, suruh download di play store padahal emang downloadnya di play store",2,0,,2026-06-25 07:34:18,,,
a0d91fe5-75ed-4b11-a2f8-0ab33d5f8639,Gagah Putra,https://play-lh.googleusercontent.com/a-/ALV-UjU8D7_DAiPSoAyFCqsQoCiQeo4wL0rLSFfqbX_ZbGW02h4ZEbZ7,Tidak mampu memverifikasi perangkat.,1,0,2.1.4,2026-06-25 06:21:29,,,2.1.4
aec2a037-ce15-4750-92ee-fa33d29fde5b,Mia,https://play-lh.googleusercontent.com/a/ACg8ocJwY46b9PHqyGD980WfdKTIRlCnfmYvqUTmw3r0pPDJJcrkiw=mo,"helloooo there are people using this app to read books so they can fulfill one of their 75 Hard Challenge tasks, which is reading 10 pages of something non-fiction. you have some good collections there. the challenge is already hard, don't make it harder. fix your app, please. I'm already using the real app here from Play Store. nvm, I'm using iJakarta now",1,0,2.1.4,2026-06-25 05:40:19,,,2.1.4
abc5bbaf-ac5e-4f0a-9282-9597eb9e2832,Rahayu Dewi,https://play-lh.googleusercontent.com/a/ACg8ocJw5PrlWUhDcWT7LOtbCJ7HS0Y9ilbtTuYqD6TLyOM17g6EtKU=mo,saya tidak bisa baca. padahal 2hari yang lalu lancar aplikasinya buat baca. kenapa ya?,3,0,2.1.4,2026-06-25 04:31:55,,,2.1.4
175def25-4f18-49ba-8abe-b224853b7d6f,Nacha Mustika,https://play-lh.googleusercontent.com/a/ACg8ocKJUfoQGr_s56xWGNfyQ91WzlHBtDLE7C0xngX0x1ZZnrho1Q=mo,"sering error, buku ga lengkap",1,0,2.1.4,2026-06-25 04:00:42,,,2.1.4
da1fb786-3e3b-4027-a69f-80b1e62fe559,Maya,https://play-lh.googleusercontent.com/a-/ALV-UjWzlQLFS5-gvEBbRpKpb9CcgkcbAeiiWyJN6Mp-6Om8LUbW6CZ7,"Aplikasinya bagus banget, koleksinya banyak, dan banyak buku populernya. Sayangnya aplikasinya sering error. Kadang data gak terverifikasi, logout sendiri, buku gak bisa dibuka, dan lain-lain. Semoga semakin upgrade semakin bagus lagi apk nya.",3,0,2.1.4,2026-06-24 12:31:15,,,2.1.4
c00401d4-6759-48ce-b198-fa39c9577a3b,Sartika Akbar,https://play-lh.googleusercontent.com/a/ACg8ocJE_Jh7fZv6lu7uILZCUifzwljvDj2uHnAGC4GZ-GGAUeZKow4=mo,apk buat menunjang kecerdasan anak bangsa nggak proper banget. Tolong di update lebih proper lagi.,3,3,2.1.4,2026-06-24 01:20:56,,,2.1.4
1ae3178e-0980-4965-a872-9d61348ab169,Adninta Hilmi Kaffata,https://play-lh.googleusercontent.com/a-/ALV-UjXORiclMp7kAD3HgdcTUEs5_OhjgjChUBSe7kNoPx2j2nF50ywf,"aslinya bagus, tp sering bgt error. thanks.",2,13,2.1.4,2026-06-23 11:58:11,,,2.1.4
766192c5-9dc5-4be3-82b9-2e02bbc36f5b,Manisa Agustin (Ndxck.),https://play-lh.googleusercontent.com/a-/ALV-UjUZ5PxBRkPoEKyoKBhDB5Q8YMByQf_41hd8h2K6cc_la4XbwLw,"ANJAY BARU TAU ADA PERPUM ONLINE, KOK GADA YANG NGASIH TAU BZIRRRR. overal okeeey, cmn ngantrinya luamaaaaaaaaaaa. tomlong dungs fix bugnya, suka eror bagian berandanya jd kosong gitu. pls yaaaa ^^",5,0,2.1.4,2026-06-23 11:20:28,,,2.1.4
bdc1b6fc-9a38-4387-984e-9e2cf2d95a4c,zalfa,https://play-lh.googleusercontent.com/a-/ALV-UjXsQRIUhImmS-TKrsuc7C9egtNlO7r2KpPX01oK_0_Eet68vY2Uwg,turunkan harga buku,1,0,2.1.4,2026-06-22 15:25:58,,,2.1.4
e900a39c-d24c-4760-9133-33feb59162e2,Kurnia Meetha,https://play-lh.googleusercontent.com/a-/ALV-UjV9DKmp8tQoVYM8IjSeLG_74erJwcLSzOgTFwWvnU86p975F94S,"Sedih bgt, untuk android 9 users udah ga bisa pake apk ini lagi. Padahal lagi asyik baca satu buku. Berharap masih bisa pakai karena belum bisa beli hape baru. Huhu, harus beli e-book di play book jadinya. Padahal ipusnas beneran banyak ngebantu banget, buat pinjam banyak buku secara online dan gratis itu ngebantu bgt loh daripada beli buku bajakan.",5,0,,2026-06-22 14:15:31,,,
db141928-fdb0-48f8-a172-2ab8a12eeebc,Hwa_za,https://play-lh.googleusercontent.com/a-/ALV-UjVbEFe1PtAXUhBabKHirkjXJxFFweApKmnb65cG_6RatmOdzms,"padahal app dari pemerintah tapi kinerjanya buruk banget, ngk bisa baca buku yg dipinjam dengan alasan konyol",1,0,2.1.4,2026-06-19 11:33:01,,,2.1.4
58dd0b9c-3036-4c1d-809c-ff111939ffba,Sthefany Kim,https://play-lh.googleusercontent.com/a-/ALV-UjWXLOnh7pdkYvElK8E3QnNzmIrDFjHMc_oGNCxn-LGtujsMRlqrVQ,"beberapa tahun lalu, saya menggunakan app ni dengan baik. hari ini saya update, malah tidak bisa terbuka. jadi coba uninstaal kemudian install lagi. sudah login, muncul notif tentang koneksi padahal saya sudah terhubung dengan wifi. pakai kuotapun, masih tidak bisa digunakan untuk mencari buku",1,0,2.1.4,2026-06-18 00:11:30,,,2.1.4
b77992d8-4893-48e0-8431-eab535e7960f,Salsa Suci Nurzanah,https://play-lh.googleusercontent.com/a-/ALV-UjXDOQ3Kgdp_5uldEpJfBIYPLlMpebK3Db3kS2q7jQ3mWZfaYJk,"Loading lama betul, gak bisa daftar akun. Padahal sinyal bagus, memakai wifi. Loading terus pas ngisi bagian kecamatan. dan mau memasukkan akun google.",1,0,2.1.4,2026-06-16 02:09:53,,,2.1.4
f4c538e8-0a0d-41b2-aeaf-3459ab7412f5,Reizvan Xavier,https://play-lh.googleusercontent.com/a/ACg8ocJstqkzAZxK6D6IB2PLpvBB9f0enTXqVr7POMX4810q5l3p7w=mo,Tidak bisa meminjam buku padahal sudah bolak-balik nyoba install ulang 👎,1,0,,2026-06-13 07:39:17,,,
1d7aebb6-d54a-4c03-8e22-eabbb4f6e266,Annisa Nugrahani,https://play-lh.googleusercontent.com/a-/ALV-UjUp-n4cSuAAoxOFfev5X1NT2fGyVa7iBZUEX2QaSzLkyo28BqDi,"pertanyaanku, klo verifikasi perangkat gagal tuh harus ngapain? install uninstall juga gabisa. yg salah tuh siapa? yg gagal verifikasi siapa? situsmu atau perangkatku?",1,1,2.1.4,2026-06-11 01:40:24,,,2.1.4
01bac874-1359-45ea-b27d-c4e0561c7ef6,Muhammad Diaz Rahardi Putra,https://play-lh.googleusercontent.com/a-/ALV-UjUqDKh49ZXbYtf3umg2euYzaQ6mR1iRdgb6I-88JyyZIu-vQ50X,mbg mau buku gratis,1,0,2.1.4,2026-06-10 04:16:42,,,2.1.4
355ac220-5cea-40e0-8d00-d902bdb5a2c1,Chandra Wulan,https://play-lh.googleusercontent.com/a-/ALV-UjX8fk37OA8BA898N8wq9TVIjFh_tM4FWkXU2Aj5JqcbwqmBpuo,semakin hari semakin parah 😭,1,0,2.1.4,2026-06-10 01:56:17,,,2.1.4
d8ef3cec-4ea8-4a3a-979b-284fe105e1de,cc,https://play-lh.googleusercontent.com/a-/ALV-UjUZckeLg9rbzxQo5Dz79_CBVg1otJOPajOnGHll_JPqrD7MF6FaYw,bodoh bgt lemot bikin emosi error trs,1,0,2.1.4,2026-06-10 01:15:29,,,2.1.4
c90a9cb7-38e2-4733-93ab-282cd83e12a8,Matahati Umi,https://play-lh.googleusercontent.com/a/ACg8ocJxUlVp59_sR79pSAKVdGs978vc9kogkz8hOZAyBmtC-D-Yug=mo,update an baru tapi sepertinya ada kendala sehingga tidak bisa meminjam bukunya,4,1,,2026-06-07 12:31:53,,,
4ae3f37c-5ff2-4c78-a35b-ed6492ea5591,Kirana Kusuma,https://play-lh.googleusercontent.com/a-/ALV-UjVO9CIW_nPIpmPkLV2g7ZXtjKDdrCWsgDmexyfJ5du3ByA4DVSk,"bisaa dipake lagii, loveee🤭💕",5,6,2.1.4,2026-06-05 07:40:03,,,2.1.4
361b095f-cec3-4ddb-ad39-3140a20463da,fellchrst10,https://play-lh.googleusercontent.com/a-/ALV-UjX9WEMoQccnA9Y19HOPR3CYXnSaNa0x0YYmnoXEORsxyNo5nRU,"Buku cukup lengkap, hanya saja kadang ada bug yang mengganggu (ex. bug gak bisa pinjam buku, dll)... Semoga kedepannya lebih baik & koleksi bukunya lebih banyak lagi",4,0,2.1.4,2026-06-04 13:24:21,,,2.1.4
5f9ff717-2dc2-41b6-b77c-a3ea0a0579ab,Lutfi Halimatu Sa'diah,https://play-lh.googleusercontent.com/a-/ALV-UjWA2bMdhgxB0NtMYenyRMxTVvqcPpLfeydVVbp8Yw-e05w5yGc,It sucks that it's not compatible on Pad alias app freeze di Pad padahal mau baca dengan layar yang lebih gede.,1,0,,2026-06-03 21:50:32,Hallo Lutfi! Terima kasih sudah memberikan ulasan mengenai iPusnas. Semoga iPusnas dapat menjadi sahabat setiamu menikmati bacaan berkualitas kapan saja dan tanpa harus keluar rumah. Salam literasi.,2023-09-30 04:12:47,
773578ae-358e-4552-ab28-b27aeeed3cc7,Thy Srhyyy,https://play-lh.googleusercontent.com/a-/ALV-UjXY8JZTqxx_KsmHAHRjc0ARMHs3CBfAOJI9686go_omU68D5FY,"Aplikasinya sangat berguna bagi pembaca yang tidak terlalu mampu membeli 1 buku dalam sebulan. Walaupun sering error, aku berpikiran untuk memberi rating bintang 5. Semoga aplikasi ini bisa semakin wort it.",5,0,2.1.4,2026-06-03 07:15:34,,,2.1.4
e3a6cd19-597f-483f-81dd-9e6c06d78ccf,Ragil Pratiwi,https://play-lh.googleusercontent.com/a-/ALV-UjVP3lCocM-JV5cGcIvJubIbV4hlHNRljzH2bCjTkNsyXWOIpNt2,"error apa gimana sihh, katanya my device verification is failed??? already reinstalled and do whatever i can, but the problem stay still?? i even log onto new account but the page went blank, what is going on? this is getting pretty annoying :/ couldnt even login on the website bruh ughh whats the problemmmm, my network is going pretty good, my storage is still wide, my device is certified, what else does it need",1,2,2.1.4,2026-06-03 05:03:38,,,2.1.4
eac68ce5-e185-4497-89b3-48459a335c09,Bima Atmodjo,https://play-lh.googleusercontent.com/a-/ALV-UjWJEdfYqyvWiob1sMZWuGEOJ4eHBeS5w_CUQ0gwOJY2w2_OQfjq,mengapa selalu buffering? sinyal saya stabil padahal.,1,2,2.1.4,2026-06-02 23:43:03,,,2.1.4
f62b37fc-234b-43aa-b2ae-111e87eafd80,Anna Mei,https://play-lh.googleusercontent.com/a-/ALV-UjWS8gXWlHNmYlL9hHfixVzXxt8ST66VgdiEQ0tQVaBc2s8EL5zA,pas mau pinjam atau baca selalu diblg apk modifikasi pdhl downloadnya di playstore huhhhh aneh,1,0,2.1.4,2026-06-02 17:39:10,,,2.1.4
4c4ed50d-92e6-47a1-9222-29d2bac96d67,indah lestari,https://play-lh.googleusercontent.com/a-/ALV-UjXVoNMKk63qbsX5cIKQnDBmI6rMhX63Y7xrB6mrUv1mMDvJHxrN,Makasih buat kakak-kakak yang buat aplikasi ipusnas karena dari aplikasi ini aku bisa pinjam buku yang ngga bisa aku dapetin. memang ada beberapa kendala saat pinjam buku tapi di coba berkala buat login logout akhirnya bisa lagi. Walaupun ada beberapa kekurangan semoga tetep bisa menjadi bahan perbaikan kedepannya.,5,0,,2026-05-31 07:43:15,,,
7a563d52-b35a-4c94-b7ed-b2c2601acd94,Ilham Bagus Prasetyo,https://play-lh.googleusercontent.com/a-/ALV-UjW-9l4fjWCGNcs5tAg4rJiT2Q26Mhoi-3F4K-4e9DxCvFhT80sO,"ngga bisa pinjam buku karena error di verifikasi, tolong diperbaiki yah tks",1,0,2.1.4,2026-05-31 06:30:13,,,2.1.4
aa6e8b32-4606-4734-b41c-9b2fa5826cd8,Mo Azzam,https://play-lh.googleusercontent.com/a-/ALV-UjW2EIlIri7rDX0NZZvw8oZmclYcJw4CYAdEhtzA0bDcy9KEz4JC,"Tetiba hari ini semua device ngga bisa akses baca, katanya verifikasi perangkat gagal. Bug nya baru lagi ni. seharian jadi ngga baca buku",5,0,2.1.4,2026-05-30 14:39:52,,,2.1.4
0e28d2f8-9d9f-427b-8733-a86e700c83f2,Jevanka Haristia,https://play-lh.googleusercontent.com/a-/ALV-UjWUAJExNlCxHRp7sM9FKMriuqsSEguXODBtLJsGUHQsynWCdCw,"Aplikasi jelek. Unnist karena gabisa login, mau reinstall malah gabisa karena ga kompatibel.",1,0,,2026-05-29 13:10:11,,,
6120a869-c449-4873-a848-8d545cff6286,Naya,https://play-lh.googleusercontent.com/a-/ALV-UjVS1Px49ZRsz9Q01DFZZp9fssIkM8rrdPHLz_lxjnrMnDssVUpgqQ,pastikan pakai aplikasi resmi? kurang resmi apalagi ini? haduh,1,0,2.1.4,2026-05-28 22:43:51,,,2.1.4
b36b056e-d409-47e6-a974-d8cb68b07106,althea klauvitz,https://play-lh.googleusercontent.com/a/ACg8ocL_AruZoXkxlD-L2TKv2TsBYPpEuHI9U0t9vlkvyHI_C1nbRg=mo,"Tolong segera perbaiki aplikasi karena setiap akan mengunduh dan meminjam buku selalu muncul ""Verifikasi Perangkat Gagal"". Padahal saya sudah menginstal aplikasi dari play store dan tidak memodifikasi perangkat atau aplikasinya. Gini amat nasib negara yang program pendidikan dan literasinya ga jadi program utama, mau akses buku digital susah, beli fisik juga harganya mahal :')",1,0,,2026-05-28 22:05:35,,,
46f051b5-e381-4aef-82c8-a43d85f9046f,Febrianto Hendriko,https://play-lh.googleusercontent.com/a-/ALV-UjUHcgWJnKZwDsaoGqr4Hys6fcqW-sZmV3rbi0wAr4jPr6ufg2sg,"kemarin saya pakai masih oke ok aja, hari ini 28 mei 26. saya ga bisa lanjut baca buku yg lagi dipinjam, notifnya suruh install dari playstore atau jangan modif hp. padahal saya install juga dari playstore dan hp saya ga pernah diutak atik apa-apanya aneh",1,0,2.1.4,2026-05-28 20:39:34,,,2.1.4
75247e52-ff2b-4025-927c-9f87c60cf785,zhr studacc,https://play-lh.googleusercontent.com/a/ACg8ocIUUxz9AHspV8STsXQCSXRvUTWLFYB-P9ouwO250Ro-ZIXLJw=mo,"sering error, sebelum anggaran dipotong aja udh kacau aplg setelah anggarannya minim😂😂😂",1,0,,2026-05-28 18:43:57,,,
6a8a2714-d320-439c-b919-6ceccdd3c022,Miauw Xie,https://play-lh.googleusercontent.com/a/ACg8ocKkUaTS7pYWN1i0MydybV-PhKyWMru_0kxtDoAvItxcp3El-Q=mo,"Baru download 2 minggu tiba-tiba muncul notif, perangkat tidak bisa diverifikasi. Tidak disarankan utk mendownload aplikasi ini.",1,0,,2026-05-28 11:35:42,,,
e7ae3ebf-95f0-4359-a63e-1b314db71fac,Haqitry Mawasda,https://play-lh.googleusercontent.com/a-/ALV-UjXUioXmUhB-6D1W2RnqACv_StXiZTrz0UFykLLjqo21hO-U8UTp,sebuah aplikasi yang mengagumkan dari pemerintah. berjalan dengan baik tanpa hambatan baik di IOS ataupun android. semoga amanah APBN kita berjalan sebagus ini terus ya. kalian orang pintar,1,0,2.1.4,2026-05-28 10:00:05,,,2.1.4
d69fd6be-ec01-4a9f-aa14-416a00e81a94,Hardiyanto Andrie,https://play-lh.googleusercontent.com/a-/ALV-UjVmnxZib7lw7gyQmTeE4KlOwtEej8JxB3mhjM0FEYA6JKaUDVk,"tidak bisa meminjam, karna verifikasi alat gagal",1,0,2.1.4,2026-05-28 09:43:16,,,2.1.4
e175aa89-d7fe-4e21-9d6e-5ee32e1aa988,Eni Setyowati,https://play-lh.googleusercontent.com/a/ACg8ocKtaqeLhCbUmgtmr_0A5uSjtwfaAI0iJYc9iJ683ZwFmondLw=mo,"Saya sudah menemukan buku bagus, lalu error. Kemrin error. hari ini error lagi. bulan lalu error lagi.",3,0,,2026-05-28 07:15:53,,,
